name,url
ناصر,https://senseiprod.github.io/audio-storage/processed_audios/ناصر_original.wav
نصير,https://senseiprod.github.io/audio-storage/processed_audios/نصير.wav
نواف,https://senseiprod.github.io/audio-storage/processed_audios/نواف_original.wav
نورة,https://senseiprod.github.io/audio-storage/processed_audios/نورة.wav
هاجر,https://senseiprod.github.io/audio-storage/processed_audios/هاجر_original.wav
همس,https://senseiprod.github.io/audio-storage/processed_audios/همس_original.wav
هنادي,https://senseiprod.github.io/audio-storage/processed_audios/هنادي.wav
هند,https://senseiprod.github.io/audio-storage/processed_audios/هند_original.wav
وسيم,https://senseiprod.github.io/audio-storage/processed_audios/وسيم_original.wav
وليد,https://senseiprod.github.io/audio-storage/processed_audios/وليد.wav
يحيى,https://senseiprod.github.io/audio-storage/processed_audios/يحيى_original.wav
يزد,https://senseiprod.github.io/audio-storage/processed_audios/يزد_original.wav
يسرى,https://senseiprod.github.io/audio-storage/processed_audios/يسرى_original.wav
يمنى,https://senseiprod.github.io/audio-storage/processed_audios/يمنى.wav
